"map","begin","title","end"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01405000001","1976-01-01","Blad P6","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01406000001","1976-01-01","Blad P6","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01407000001","1980-01-01","Blad P6","1982-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01408000001","1980-01-01","Blad P6","1986-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01409000001","1965-01-01","Blad P7","1965-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01410000001","1976-01-01","Blad P7","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01411000001","1976-01-01","Blad P7","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01412000001","1976-01-01","Blad P7","1982-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01413000001","1976-01-01","Blad P8","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01414000001","1978-01-01","Blad P8","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01415000001","1978-01-01","Blad P8","1986-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01416000001","1950-01-01","Blad P9","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01417000001","1970-01-01","Blad P9","1975-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01418000001","1977-01-01","Blad P9","1977-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01419000001","1983-01-01","Blad P9","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01420000001","1950-01-01","Blad P10","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01421000001","1977-01-01","Blad P10","1977-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01422000001","1983-01-01","Blad P10","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01423000001","1950-01-01","Blad P11","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01424000001","1977-01-01","Blad P11","1980-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01425000001","1985-01-01","Blad P11","1986-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01426000001","1976-01-01","Blad P12","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01427000001","1985-01-01","Blad P12","1985-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01429000001","1975-01-01","Blad Q1","1975-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01430000001","1922-01-01","Blad Q2","1922-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01431000001","1922-01-01","Blad Q2","1929-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01432000001","1922-01-01","Blad Q2","1935-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01433000001","1930-01-01","Blad Q2","1937-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01434000001","1975-01-01","Blad Q2","1975-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01435000001","1975-01-01","Blad Q2","1975-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01436000001","1975-01-01","Blad Q2","1975-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01437000001","1987-01-01","Blad Q2","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01438000001","1990-01-01","Blad Q2","1991-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01439000001","1992-01-01","Blad Q2","1992-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01440000001","1925-01-01","Blad Q3","1925-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01441000001","1975-01-01","Blad Q3","1975-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01442000001","1990-01-01","Blad Q3","1991-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01443000001","1992-01-01","Blad Q3","1992-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01444000001","1925-01-01","Blad Q4","1925-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01445000001","1979-01-01","Blad Q4","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01446000001","1990-01-01","Blad Q4","1991-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01447000001","1992-01-01","Blad Q4","1992-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01448000001","1922-01-01","Blad Q5","1922-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01449000001","1922-01-01","Blad Q5","1925-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01450000001","1975-01-01","Blad Q5","1975-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01451000001","1925-01-01","Blad Q6","1925-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01452000001","1956-01-01","Blad Q6","1956-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01453000001","1956-01-01","Blad Q6","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01454000001","1984-01-01","Blad Q6","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01455000001","1984-01-01","Blad Q6","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01456000001","1950-01-01","Blad Q7","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01457000001","1984-01-01","Blad Q7","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01458000001","1950-01-01","Blad Q8","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01459000001","1977-01-01","Blad Q8","1977-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01460000001","1983-01-01","Blad Q8","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01461000001","1983-01-01","Blad Q8","1986-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01462000001","1950-01-01","Blad Q9","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01463000001","1970-01-01","Blad Q9","1975-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01464000001","1977-01-01","Blad Q9","1977-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01465000001","1980-01-01","Blad Q9","1982-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01466000001","1975-01-01","Blad Q10","1982-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01467000001","1982-01-01","Blad Q10","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01468000001","1971-01-01","Blad Q11","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01469000001","1983-01-01","Blad Q11","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01470000001","1950-01-01","Blad Q12","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01471000001","1976-01-01","Blad Q12","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01472000001","1986-01-01","Blad Q12","1986-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01474000001","1930-01-01","Blad R1","1937-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01475000001","1950-01-01","Blad R2","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01476000001","1984-01-01","Blad R3","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01477000001","1984-01-01","Blad R7","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01478000001","1984-01-01","Blad R7","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01479000001","1990-01-01","Blad R7","1990-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01480000001","1950-01-01","Blad R8","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01481000001","1971-01-01","Blad R8","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01482000001","1978-01-01","Blad R8","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01483000001","1971-01-01","Blad R8","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01484000001","1971-01-01","Blad R8","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01485000001","1989-01-01","Blad R8","1989-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01486000001","1976-01-01","Blad R9","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01487000001","1971-01-01","Blad R9","1977-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01488000001","1983-01-01","Blad R9","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01489000001","1950-01-01","Blad R10","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01490000001","1976-01-01","Blad R10","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01491000001","1983-01-01","Blad R10","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01492000001","1950-01-01","Blad R11","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01493000001","1976-01-01","Blad R11","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01494000001","1971-01-01","Blad R11","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01495000001","1983-01-01","Blad R11","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01496000001","1983-01-01","Blad R11","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01497000001","1965-01-01","Blad R12","1965-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01498000001","1965-01-01","Blad R12","1965-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01499000001","1984-01-01","Blad R12","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01500000001","1975-01-01","Blad R13","1975-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01502000001","1984-01-01","Blad S7","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01503000001","1984-01-01","Blad S7","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01504000001","1984-01-01","Blad S7","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01504000002","1984-01-01","Blad S7","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01505000001","1978-01-01","Blad S8","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01506000001","1980-01-01","Blad S8","1980-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01507000001","1987-01-01","Blad S8","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01507000002","1987-01-01","Blad S8","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01508000001","1950-01-01","Blad S9","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01509000001","1971-01-01","Blad S9","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01510000001","1978-01-01","Blad S9","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01511000001","1980-01-01","Blad S9","1980-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01512000001","1978-01-01","Blad S9","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01513000001","1984-01-01","Blad S9","1986-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01514000001","1984-01-01","Blad S9","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01515000001","1950-01-01","Blad S10","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01515000002","1950-01-01","Blad S10","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01516000001","1983-01-01","Blad S10","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01517000001","1984-01-01","Blad S10","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01518000001","1984-01-01","Blad S10","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01519000001","1983-01-01","Blad S11","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01520000001","1984-01-01","Blad S11","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01521000001","1984-01-01","Blad S11","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01522000001","1984-01-01","Blad S12","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01523000001","1984-01-01","Blad S12","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01524000001","1968-01-01","Blad S13","1968-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01525000001","1968-01-01","Blad S13","1968-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01526000001","1984-01-01","Blad T7","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01527000001","1984-01-01","Blad T7","1998-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01528000001","1984-01-01","Blad T8","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01529000001","1984-01-01","Blad T8","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01530000001","1984-01-01","Blad T8","1998-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01531000001","1970-01-01","Blad T9","1970-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01532000001","1978-01-01","Blad T9","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01533000001","1980-01-01","Blad T9","1980-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01534000001","1983-01-01","Blad T9","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01535000001","1987-01-01","Blad T9","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01536000001","1987-01-01","Blad T9","1997-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01537000001","1980-01-01","Blad T10","1980-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01538000001","1983-01-01","Blad T10","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01539000001","1983-01-01","Blad T10","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01540000001","1988-01-01","Blad T10","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01541000001","1983-01-01","Blad T11","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01542000001","1988-01-01","Blad T11","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01543000001","1970-01-01","Blad T12","1970-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01544000001","1988-01-01","Blad T12","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01545000001","1980-01-01","Blad T13","1990-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01546000001","1976-01-01","Blad U4","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01547000001","1990-01-01","Blad U7","1990-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01548000001","1984-01-01","Blad U8","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01549000001","1984-01-01","Blad U8","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01551000001","1970-01-01","Blad U9","1970-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01552000001","1978-01-01","Blad U9","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01553000001","1980-01-01","Blad U9","1980-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01554000001","1983-01-01","Blad U9","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01555000001","1987-01-01","Blad U9","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01556000001","1987-01-01","Blad U9","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01557000001","1970-01-01","Blad U10","1970-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01558000001","1978-01-01","Blad U10","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01559000001","1980-01-01","Blad U10","1980-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01560000001","1983-01-01","Blad U10","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01561000001","1983-01-01","Blad U10","1986-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01562000001","1987-01-01","Blad U10","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01563000001","1983-01-01","Blad U11","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01564000001","1983-01-01","Blad U11","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01565000001","1988-01-01","Blad U11","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01566000001","1988-01-01","Blad U12","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01567000001","1988-01-01","Blad U12","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01568000001","1966-01-01","Blad U13","1966-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01570000001","1984-01-01","Blad V8","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01572000001","1984-01-01","Blad V9","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01573000001","1984-01-01","Blad V9","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01575000001","1976-01-01","Blad V10","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01576000001","1978-01-01","Blad V10","1978-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01577000001","1978-01-01","Blad V10","1983-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01578000001","1978-01-01","Blad V10","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01579000001","1978-01-01","Blad V10","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01581000001","1988-01-01","Blad V11","1988-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01582000001","1966-01-01","Blad V12","1966-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01583000001","1980-01-01","Blad W8","1980-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01584000001","1984-01-01","Blad W9","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01585000001","1984-01-01","Blad W9","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01586000001","1970-01-01","Blad W10","1970-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01587000001","1984-01-01","Blad W10","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01588000001","1987-01-01","Blad W10","1987-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01589000001","1970-01-01","Blad X11","1970-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01590000001","1972-01-01","Blad AAB3","1972-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01591000001","1979-01-01","Blad AAB3","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01592000001","1938-01-01","Blad AAB4","1938-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01593000001","1970-01-01","Blad AAB4","1970-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01594000001","1979-01-01","Blad AAB4","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01595000001","1938-01-01","Blad AAB5","1938-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01596000001","1970-01-01","Blad AAB5","1970-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01597000001","1979-01-01","Blad AAB5","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01598000001","1924-01-01","Blad AAB6","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01599000001","1951-01-01","Blad AAB6","1951-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01600000001","1979-01-01","Blad AAB6","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01601000001","1982-01-01","Blad AAB7","1982-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01602000001","1924-01-01","Blad AA1","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01603000001","1939-01-01","Blad AA1","1939-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01604000001","1939-01-01","Blad AA1","1953-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01605000001","1950-01-01","Blad AA1","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01606000001","1976-01-01","Blad AA1","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01607000001","1979-01-01","Blad AA1","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01608000001","1925-01-01","Blad AA2","1925-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01609000001","1939-01-01","Blad AA2","1939-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01610000001","1939-01-01","Blad AA2","1955-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01611000001","1950-01-01","Blad AA2","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01612000001","1976-01-01","Blad AA2","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01613000001","1979-01-01","Blad AA2","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01614000001","1924-01-01","Blad AA3","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01615000001","1938-01-01","Blad AA3","1938-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01616000001","1950-01-01","Blad AA3","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01617000001","1976-01-01","Blad AA3","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01618000001","1979-01-01","Blad AA3","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01619000001","1924-01-01","Blad AA4","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01620000001","1938-01-01","Blad AA4","1938-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01621000001","1976-01-01","Blad AA4","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01622000001","1979-01-01","Blad AA4","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01623000001","1924-01-01","Blad AA5","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01624000001","1938-01-01","Blad AA5","1938-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01625000001","1938-01-01","Blad AA5","1938-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01626000001","1976-01-01","Blad AA5","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01627000001","1982-01-01","Blad AA5","1984-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01628000001","1924-01-01","Blad AA6","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01629000001","1952-01-01","Blad AA6","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01630000001","1952-01-01","Blad AA6","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01631000001","1970-01-01","Blad AA6","1970-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01632000001","1982-01-01","Blad AA6","1982-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01633000001","1982-01-01","Blad AA7","1982-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01634000001","1924-01-01","Blad BB1","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01635000001","1939-01-01","Blad BB1","1939-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01636000001","1954-01-01","Blad BB1","1954-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01637000001","1954-01-01","Blad BB1","1954-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01638000001","1966-01-01","Blad BB1","1966-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01639000001","1979-01-01","Blad BB1","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01640000001","1925-01-01","Blad BB2","1925-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01641000001","1939-01-01","Blad BB2","1939-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01642000001","1955-01-01","Blad BB2","1955-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01643000001","1955-01-01","Blad BB2","1955-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01644000001","1950-01-01","Blad BB2","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01645000001","1955-01-01","Blad BB2","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01646000001","1979-01-01","Blad BB2","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01647000001","1924-01-01","Blad BB3","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01648000001","1939-01-01","Blad BB3","1939-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01649000001","1950-01-01","Blad BB3","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01650000001","1976-01-01","Blad BB3","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01651000001","1982-01-01","Blad BB3","1982-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01652000001","1985-01-01","Blad BB3","1985-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01653000001","1924-01-01","Blad BB4","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01654000001","1952-01-01","Blad BB4","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01655000001","1952-01-01","Blad BB4","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01656000001","1976-01-01","Blad BB4","1976-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01657000001","1979-01-01","Blad BB4","1979-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01658000001","1924-01-01","Blad BB5","1924-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01659000001","1952-01-01","Blad BB5","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01660000001","1952-01-01","Blad BB5","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/DUIZ01661000001","1976-01-01","Blad BB5","1976-12-31"
