"map","begin","title","end"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00169000001","1929-09-01","Blad 7 van de Kaart van Amsterdam op schaal 1:5.000","1940-08-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00170000001","1929-09-01","Blad 7 van de Kaart van Amsterdam op schaal 1:5.000","1940-08-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00171000001","1930-01-01","Blad 8 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Januari 1930. Druk in kleur","1930-01-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00172000001","1930-01-01","Blad 8 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Januari 1930. Herdrukt November 1932. Druk in zwart en blauw","1932-11-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00173000001","1930-01-01","Blad 8 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Januari 1930. Herdrukt November 1932. Druk in kleur","1932-11-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00174000001","1930-01-01","Blad 8 van de Kaart van Amsterdam op schaal 1:5.000","1937-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00175000001","1930-01-01","Blad 8 van de Kaart van Amsterdam op schaal 1:5.000","1932-11-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00176000001","1930-01-01","Blad 8 van de Kaart van Amsterdam op schaal 1:5.000","1937-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00177000001","1930-01-01","Blad 8 van de Kaart van Amsterdam op schaal 1:5.000","1937-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00178000001","1930-01-01","Blad 8 van de Kaart van Amsterdam op schaal 1:5.000","1937-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00179000001","1930-01-01","Blad 8 van de Kaart van Amsterdam op schaal 1:5.000","1938-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00180000001","1929-11-01","Blad 9 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt November 1929. Druk in kleur","1929-11-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00181000001","1929-11-01","Blad 9 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt November 1929. Herdrukt Mei 1933. Druk in kleur","1933-05-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00182000001","1929-12-01","Blad 9 van de Kaart van Amsterdam op schaal 1:5.000","1936-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00183000001","1929-11-01","Blad 9 van de Kaart van Amsterdam op schaal 1:5.000","1933-05-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00184000001","1929-11-01","Blad 9 van de Kaart van Amsterdam op schaal 1:5.000","1937-05-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00185000001","1929-11-01","Blad 9 van de Kaart van Amsterdam op schaal 1:5.000","1937-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00186000001","1934-06-01","Blad 10 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Juni 1934. Druk in zwart","1934-06-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00187000001","1934-06-01","Blad 10 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Juni 1934. Druk in kleur","1934-06-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00188000001","1934-06-01","Blad 11 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Juni 1934. Druk in zwart","1934-06-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00189000001","1934-06-01","Blad 11 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Juni 1934. Druk in kleur","1934-06-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00190000001","1933-09-01","Blad 12 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt September 1933. Druk in zwart","1933-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00191000001","1933-09-01","Blad 12 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt September 1933. Druk in kleur","1933-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00192000001","1933-09-01","Blad 12 van de Kaart van Amsterdam op schaal 1:5.000","1937-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00193000001","1935-02-01","Blad 13 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Februari 1935. Druk in zwart","1935-02-28"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00194000001","1935-02-01","Blad 13 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Februari 1935. Druk in kleur","1935-02-28"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00195000001","1934-11-01","Blad 14 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt November 1934. Druk in zwart","1934-11-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00196000001","1934-11-01","Blad 14 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt November 1934. Druk in kleur","1934-11-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00197000001","1934-05-01","Blad 15 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Mei 1934. Druk in zwart","1934-05-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00198000001","1934-05-01","Blad 15 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Mei 1934. Druk in kleur","1934-05-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00199000001","1931-10-01","Blad 16 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October. Druk in grijs en blauw","1931-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00200000001","1931-05-01","Blad 16 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October. Druk in kleur","1931-05-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00201000001","1931-11-01","Blad 16 van de Kaart van Amsterdam op schaal 1:5.000","1936-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00202000001","1931-08-01","Blad 17 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Augustus 1931. Druk in zwart","1931-08-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00203000001","1931-08-01","Blad 17 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Augustus 1931. Druk in grijs en blauw","1931-08-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00204000001","1931-08-01","Blad 17 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Augustus 1931.  Druk in kleur","1931-08-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00205000001","1933-09-01","Blad 18 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt September 1933. Druk in grijs en blauw","1933-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00206000001","1933-09-01","Blad 18 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt September 1933. Druk in kleur","1933-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00207000001","1933-10-01","Blad 18 van de Kaart van Amsterdam op schaal 1:5.000","1936-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00208000001","1934-09-01","Blad 19 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt September 1934. Druk in zwart","1934-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00209000001","1934-09-01","Blad 19 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt September 1934. Druk in kleur","1934-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00210000001","1934-08-01","Blad 20 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Augustus 1934. Druk in zwart","1934-08-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00211000001","1934-08-01","Blad 20 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt Augustus 1934. Druk in kleur","1934-08-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00212000001","1934-09-01","Blad 21 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt September 1934. Druk in zwart","1934-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00213000001","1934-09-01","Blad 21 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt September 1934. Druk in grijs en blauw","1934-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00214000001","1934-09-01","Blad 21 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt September 1934. Druk in kleur","1934-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00215000001","1934-10-01","Blad 22 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in zwart","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00216000001","1934-10-01","Blad 22 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in grijs en blauw","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00217000001","1934-10-01","Blad 22 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in kleur","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00218000001","1934-10-01","Blad 23 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in zwart","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00219000001","1934-10-01","Blad 23 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in grijs en blauw","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00220000001","1934-10-01","Blad 23 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in kleur","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00221000001","1934-10-01","Blad 24 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in zwart","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00222000001","1934-10-01","Blad 24 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in zwart en blauw","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00223000001","1934-10-01","Blad 24 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in grijs en blauw","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00224000001","1934-10-01","Blad 24 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in kleur","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00225000001","1934-10-01","Blad 25 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in zwart. Geannoteerd met potlood","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00226000001","1934-10-01","Blad 25 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in grijs en blauw","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00227000001","1934-10-01","Blad 25 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt October 1934. Druk in kleur","1934-10-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000007","1929-08-01","Blad 6, Kaart van Amsterdam 1:5.000","1934-02-28"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000008","1929-09-01","Blad 7, Kaart van Amsterdam 1:5.000","1934-01-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000009","1930-01-01","Blad 8, Kaart van Amsterdam 1:5.000","1938-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000010","1929-11-01","Blad 9, Kaart van Amsterdam 1:5.000","1933-05-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000011","1934-06-01","Blad 10, Kaart van Amsterdam 1:5.000. Gedrukt Juni 1934. Het blad is in vier delen geknipt, gemonteerd en gevouwen","1934-06-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000012","1934-06-01","Blad 11, Kaart van Amsterdam 1:5.000. Gedrukt Juni 1934. Het blad is in vier delen geknipt, gemonteerd en gevouwen","1934-06-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000013","1933-09-01","Blad 12, Kaart van Amsterdam 1:5.000","1933-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000014","1935-02-01","Blad 13, Kaart van Amsterdam 1:5.000. Gedrukt Februari 1935. Het blad is in vier delen geknipt, gemonteerd en gevouwen","1935-02-28"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000015","1934-11-01","Blad 14, Kaart van Amsterdam 1:5.000","1934-11-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000016","1934-05-01","Blad 15, Kaart van Amsterdam 1:5.000","1934-05-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00228000018","1931-08-01","Blad 17, Kaart van Amsterdam 1:5.000","1931-08-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00229000001","1937-08-01","Correctieblad 7, Kaart van Amsterdam 1:5.000. Gedrukt Augustus 1937. Duk in kleur","1937-08-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00230000001","2015-02-01","Bladwijzer van de kaart van Amsterdam","2015-02-28"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00231000001","1941-01-01","Blad 1 van de Kaart van Amsterdam op schaal 1:5.000","1941-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00232000001","1941-01-01","Blad 1 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1941. Druk in twee tinten grijs, blauw en groen","1941-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00233000001","1941-01-01","Blad 1 van de Kaart van Amsterdam op schaal 1:5.000","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00234000001","1941-01-01","Blad 1 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1941. Herdrukt 1946. Druk in zwart en olijf","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00235000001","1941-01-01","Blad 1 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1941. Herdrukt 1946. Druk in twee tinten grijs, blauw en groen","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00236000001","1959-01-01","Blad 1 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1959. Druk in zwart","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00237000001","1959-01-01","Blad 1 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1959. Druk in grijs en blauw","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00238000001","1959-01-01","Blad 1 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1959. Druk in zwart, blauw, groen en twee tinten bruin","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00239000001","1959-01-01","Blad 1 van de Kaart van Amsterdam op schaal 1:5.000","1965-08-24"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00240000001","1942-01-01","Blad 2 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1942. Druk in zwart, blauw, groen en twee tinten grijs","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00241000001","1942-01-01","Blad 2 van de Kaart van Amsterdam op schaal 1:5.000","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00242000001","1943-01-01","Blad 3 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1943. Druk in zwart","1943-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00243000001","1943-01-01","Blad 3 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1943. Druk in zwart, blauw en groen","1943-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00244000001","1943-01-01","Blad 3 van de Kaart van Amsterdam op schaal 1:5.000. Gedrukt 1943. Druk in zwart, blauw, groen en twee tinten bruin","1943-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00245000001","1943-01-01","Blad 4, Kaart van Amsterdam 1:5.000. Gedrukt 1943. Druk in zwart, blauw, groen en twee tinten grijs","1943-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00246000001","1955-01-01","Blad 4, Kaart van Amsterdam 1:5.000. Gedrukt 1955. Druk in zwart","1955-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00247000001","1955-01-01","Blad 4, Kaart van Amsterdam 1:5.000. Niet gedateerd. Druk op calque in bruin. Kaartbeeld 1955","1955-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00248000001","1944-01-01","Blad 5, Kaart van Amsterdam 1:5.000. Opgezet 1944. Gedeeltelijk herzien 1945. Druk in zwart, blauw, groen en twee tinten bruin","1945-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00249000001","1943-01-01","Blad 6, Kaart van Amsterdam 1:5.000. Gedrukt 1943. Druk in zwart en blauw","1943-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00250000001","1943-01-01","Blad 6, Kaart van Amsterdam 1:5.000. Gedrukt 1943. Druk in grijs, blauw, groen en twee tinten bruin","1943-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00251000001","1944-01-01","Blad 7, Kaart van Amsterdam 1:5.000. Gedrukt 1944. Druk in zwart","1944-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00252000001","1944-01-01","Blad 7, Kaart van Amsterdam 1:5.000. Gedrukt 1944. Druk in grijs en blauw","1944-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00253000001","1944-01-01","Blad 7, Kaart van Amsterdam 1:5.000. Gedrukt 1944. Druk in zwart, blauw, groen en twee tinten bruin","1944-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00254000001","1942-01-01","Blad 8, Kaart van Amsterdam 1:5.000. Gedrukt 1942. Druk in zwart en blauw","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00255000001","1942-01-01","Blad 8, Kaart van Amsterdam 1:5.000. Gedrukt 1942. Druk in zwart, blauw, groen en twee tinten bruin","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00256000001","1953-01-01","Blad 8, Kaart van Amsterdam 1:5.000. Gedrukt 1953. Druk in zwart","1953-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00257000001","1953-01-01","Blad 8, Kaart van Amsterdam 1:5.000. Gedrukt 1953. Druk in zwart en blauw","1953-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00258000001","1944-01-01","Blad 9, Kaart van Amsterdam 1:5.000. Gedrukt 1944. Druk in zwart en blauw","1944-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00259000001","1944-01-01","Blad 9, Kaart van Amsterdam 1:5.000. Gedrukt 1944. Druk in zwart, blauw, groen en twee tinten bruin","1944-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00260000001","1950-09-01","Blad 16, Kaart van Amsterdam 1:5.000. Gedrukt September1950. Druk in zwart","1950-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00261000001","1950-09-01","Blad 16, Kaart van Amsterdam 1:5.000. Gedrukt September1950. Druk in zwart en olijf","1950-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00262000001","1950-09-01","Blad 16, Kaart van Amsterdam 1:5.000. Gedrukt September1950. Druk in grijs, blauw, twee tinten groen en twee tinten bruin","1950-09-30"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00289000001","1956-01-01","Blad 10. Afgebeeld staan onder andere de Ransdorper Die, Holysloot en een deel van Broek in Waterland","1956-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00290000001","1956-01-01","Blad 11. Afgebeeld staan onder andere Durgerdam, Ransdorp en een deel van het IJsselmeer","1956-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00291000001","1956-01-01","Blad 12. Afgebeeld staan onder andere het oostelijk deel van de stad, Diemen, Muiden en een deel van het IJsselmeer","1956-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00292000001","1956-01-01","Blad 13. Afgebeeld staan onder andere het oostelijk deel van de Gein- en Gaasperpolder en Weesp","1956-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00293000001","1956-01-01","Blad 14","1956-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00294000001","1956-01-01","Blad 15","1956-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00295000001","1956-01-01","Blad 16","1956-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00296000001","1957-01-01","Blad 1, linksboven (= C3)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00297000001","1957-01-01","Blad 1, rechtsboven (= C4)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00298000001","1957-01-01","Blad 1, linksonder (= D1)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00300000001","1957-01-01","Blad 2, linksboven (= C5)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00329000001","1957-01-01","Blad 9, rechtsboven (= A6)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00330000001","1957-01-01","Blad 9, linksonder (= B5)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00331000001","1957-01-01","Blad 10, linksboven (= A7)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00332000001","1957-01-01","Blad 10, rechtsboven (= A8)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00333000001","1957-01-01","Blad 10, linksonder (= B7)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00334000001","1957-01-01","Blad 10, rechtsonder (= B8)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00335000001","1957-01-01","Blad 11, linksboven (= C7)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00336000001","1957-01-01","Blad 11, rechtsboven (= C8)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00337000001","1957-01-01","Blad 11, linksonder (= D7)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00338000001","1957-01-01","Blad 11, rechtsonder (= D8)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWP00340000001","1957-01-01","Blad 12, linksonder (= F7)","1959-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00001000001","1936-01-01","Kaart van Amsterdam No. 1","1936-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00002000001","1941-01-01","Kaart van Amsterdam No. 1","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00003000001","1941-01-01","Kaart van Amsterdam No. 1","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00004000001","1941-01-01","Kaart van Amsterdam No. 1","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00005000001","1941-01-01","Kaart van Amsterdam No. 1","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00006000001","1941-01-01","Kaart van Amsterdam No. 1","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00007000001","1941-01-01","Kaart van Amsterdam No. 1","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00008000001","1952-01-01","Kaart van Amsterdam No. 1","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00009000001","1941-01-01","Kaart van Amsterdam No. 1","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00010000001","1941-01-01","Kaart van Amsterdam No. 1","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00011000001","1952-01-01","Kaart van Amsterdam No. 1","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00012000001","1957-01-01","Kaart van Amsterdam No. 1","1957-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00013000001","1957-01-01","Kaart van Amsterdam No. 1","1957-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00014000001","1957-01-01","Kaart van Amsterdam No. 1","1957-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00015000001","1960-01-01","Kaart van Amsterdam No. 1","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00019000001","1936-01-01","Kaart van Amsterdam No. 2","1936-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00020000001","1941-01-01","Kaart van Amsterdam No. 2","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00021000001","1941-01-01","Kaart van Amsterdam No. 2","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00022000001","1941-01-01","Kaart van Amsterdam No. 2","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00023000001","1941-01-01","Kaart van Amsterdam No. 2","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00024000001","1941-01-01","Kaart van Amsterdam No. 2","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00025000001","1941-01-01","Kaart van Amsterdam No. 2","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00026000001","1941-01-01","Kaart van Amsterdam No. 2","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00027000001","1941-01-01","Kaart van Amsterdam No. 2","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00028000001","1941-01-01","Kaart van Amsterdam No. 2","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00029000001","1941-01-01","Kaart van Amsterdam No. 2","1957-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00030000001","1941-01-01","Kaart van Amsterdam No. 2","1957-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00031000001","1941-01-01","Kaart van Amsterdam No. 2","1957-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00032000001","1960-01-01","Kaart van Amsterdam No. 2","1960-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00035000001","1964-01-01","Kaart van Amsterdam No. 2","1964-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00036000001","1936-01-01","Kaart van Amsterdam No. 3","1936-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00037000001","1941-01-01","Kaart van Amsterdam No. 3","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00038000001","1941-01-01","Kaart van Amsterdam No. 3","1942-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00039000001","1941-01-01","Kaart van Amsterdam No. 3","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00040000001","1941-01-01","Kaart van Amsterdam No. 3","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00041000001","1941-01-01","Kaart van Amsterdam No. 3","1946-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00042000001","1952-01-01","Kaart van Amsterdam No. 3","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00043000001","1941-01-01","Kaart van Amsterdam No. 3","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00044000001","1952-01-01","Kaart van Amsterdam No. 3","1952-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/ANWQ00045000001","1957-01-01","Kaart van Amsterdam No. 3","1957-12-31"
